,Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
1330,Karamoko Dembélé,466602,€2.00m,"Oct 6, 2025","Feb 22, 2003",22,1.67,England,[],Attacking Midfield,,QPR,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1331,Nathan Lowe,980417,€250k,"May 27, 2025","Sep 18, 2005",20,1.93,England,['England'],Centre-Forward,,Stockport,,,"Jul 30, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1332,Ryan Hedges,326230,€900k,"May 27, 2025","Jul 8, 1995",30,1.85,Wales,[],Right Winger,,Blackburn,,,"Jan 30, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1333,Eli King,551007,€250k,"Jun 18, 2025","Dec 23, 2002",22,1.88,Wales,['Wales'],Defensive Midfield,"                  0
0  Central Midfield",Cardiff,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1334,Michael Baidoo,471145,€2.50m,"May 27, 2025","May 14, 1999",26,1.74,Ghana,[],Attacking Midfield,,Umm Salal SC,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1335,Adeteye Gbadehan,1284327,,,"Nov 13, 2003",22,1.9,England,"['United States', 'England']",Central Midfield,,Without Club,Cardiff U21,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1336,Sam Field,387331,€3.20m,"May 27, 2025","May 8, 1998",27,1.91,England,[],Defensive Midfield,,QPR,,,"Jul 1, 2021",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1337,Conor Shaughnessy,255626,€1.00m,"Oct 6, 2025","Jun 30, 1996",29,1.91,Ireland,['Ireland'],Centre-Back,"                    0
0  Defensive Midfield",Portsmouth,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1338,CJ Egan-Riley,581669,€15.00m,"Oct 10, 2025","Jan 2, 2003",22,1.83,England,[],Centre-Back,,Marseille,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1339,Abu Kamara,696764,€4.00m,"May 27, 2025","Jul 21, 2003",22,1.83,England,[],Right Winger,,Getafe,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1340,Eric-Junior Bocat,740529,€2.20m,"May 27, 2025","Jul 16, 1999",26,1.84,France,[],Left-Back,,Stoke City,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1341,Kenneth Paal,247596,€2.80m,"May 27, 2025","Jun 24, 1997",28,1.74,Suriname,"['Suriname', 'Netherlands']",Left-Back,"                  0
0     Left Midfield
1  Central Midfield",Antalyaspor,,,"Jul 23, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1342,Josh Murphy,199528,€1.80m,"Oct 6, 2025","Feb 24, 1995",30,1.73,England,"['Ireland', 'England']",Left Winger,"                0
0    Right Winger
1  Second Striker",Portsmouth,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1343,Andy Rinomhota,368862,€700k,"Oct 21, 2025","Apr 21, 1997",28,1.75,Zimbabwe,"['Zimbabwe', 'England']",Central Midfield,"                    0
0  Defensive Midfield
1          Right-Back",Reading,,,"Nov 12, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1344,Yakou Méïté,289433,€1.20m,"May 27, 2025","Feb 11, 1996",29,1.85,Cote d'Ivoire,"['France', ""Cote d'Ivoire""]",Centre-Forward,"              0
0   Left Winger
1  Right Winger",Damac FC,,,"Aug 27, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1345,Brandon Thomas-Asante,451747,€4.00m,"Oct 6, 2025","Dec 29, 1998",26,1.82,Ghana,"['Ghana', 'England']",Centre-Forward,"              0
0   Left Winger
1  Right Winger",Coventry,,,"Aug 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1346,Kieran Morgan,1047344,€1.00m,"Oct 6, 2025","Mar 17, 2006",19,1.85,England,[],Central Midfield,,QPR,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1347,Jamilu Collins,254934,€350k,"Oct 10, 2025","Aug 5, 1994",31,1.83,Nigeria,['Nigeria'],Left-Back,"               0
0  Left Midfield",Erzgebirge Aue,,,"Sep 26, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1348,Anis Slimane,546712,€3.00m,"May 27, 2025","Mar 16, 2001",24,1.88,Tunisia,"['Denmark', 'Tunisia']",Central Midfield,"                    0
0       Left Midfield
1  Attacking Midfield",Norwich,,,"Jan 13, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1349,Carlton Morris,246963,€5.50m,"May 27, 2025","Dec 16, 1995",29,1.85,England,['England'],Centre-Forward,"              0
0  Right Winger
1   Left Winger",Derby,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1350,Jack Bonham,209291,€300k,"May 27, 2025","Sep 14, 1993",32,1.92,Ireland,[],Goalkeeper,,Stoke City,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1351,Ben Wilson,121352,€600k,"May 27, 2025","Aug 9, 1992",33,1.86,England,[],Goalkeeper,,Coventry,,,"Jul 1, 2019","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1352,Jordan Beyer,403898,€4.00m,"Oct 17, 2025","May 19, 2000",25,1.87,Germany,[],Centre-Back,,Burnley,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1353,James Collins,62640,€125k,"Jun 18, 2025","Dec 1, 1990",34,1.88,Ireland,"['Ireland', 'England']",Centre-Forward,,Lincoln City,,,"Jan 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1354,Devante Cole,186924,€600k,"May 27, 2025","May 10, 1995",30,1.84,Jamaica,[],Centre-Forward,,Port Vale,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1355,Dominic Iorfa,213334,€300k,"May 27, 2025","Jun 24, 1995",30,1.88,England,"['Nigeria', 'England']",Centre-Back,"            0
0  Right-Back",Sheff Wed,,,"Jan 31, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1356,Jonathan Tomkinson,696762,€125k,"Jun 17, 2025","Apr 11, 2002",23,1.9,United States,"['United States', 'England']",Centre-Back,,Cheltenham,,,"Oct 10, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1357,Callum Lang,425865,€3.00m,"Oct 6, 2025","Sep 8, 1998",27,1.83,England,['England'],Right Winger,"                0
0  Second Striker
1  Centre-Forward",Portsmouth,,,"Jan 29, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1358,Ken Sema,252345,€1.20m,"Oct 8, 2025","Sep 30, 1993",32,1.8,Sweden,"['DR Congo', 'Sweden']",Left Winger,"               0
0      Left-Back
1  Left Midfield",Pafos,,,"Jan 31, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1359,Abdülkadir Ömür,271495,€3.00m,"Oct 1, 2025","Jun 25, 1999",26,1.68,Türkiye,[],Attacking Midfield,,Antalyaspor,,,"Jul 23, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1360,Mason Burstow,874080,€1.60m,"May 27, 2025","Aug 4, 2003",22,1.87,England,[],Centre-Forward,,Bolton,,,"Jul 28, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1361,George Saville,141573,€800k,"May 27, 2025","Jun 1, 1993",32,1.76,Northern Ireland,[],Central Midfield,,Luton,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1362,Michael Reindorf,878137,€100k,"Jun 18, 2025","May 10, 2005",20,1.8,England,[],Centre-Forward,,Newport County,,,"Jul 1, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1363,Tyrell Sellars-Fleming,966420,,,"May 31, 2005",20,1.73,England,"['Jamaica', 'England']",Centre-Forward,,Scunthorpe Utd.,,,"Sep 16, 2025","Jan 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1364,Erik Pieters,43763,€150k,"Oct 21, 2025","Aug 7, 1988",37,1.83,Netherlands,['Netherlands'],Left-Back,"             0
0  Centre-Back",Without Club,Derby,"Jul 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1365,Haydon Roberts,533523,€1.20m,"May 27, 2025","May 10, 2002",23,1.84,England,[],Left-Back,,Bristol City,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1366,David Turnbull,345760,€2.50m,"May 27, 2025","Jul 10, 1999",26,1.85,Scotland,[],Central Midfield,,Cardiff,,,"Feb 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1367,Eseosa Sule,1102807,,,"Apr 1, 2006",19,,Nigeria,"['Nigeria', 'Scotland']",Centre-Forward,,Motherwell FC,,,"Jul 7, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1368,Sonny Bradley,127794,€200k,"Jun 18, 2025","Sep 13, 1991",34,1.93,England,['England'],Centre-Back,"           0
0  Left-Back",Lincoln City,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1369,Largie Ramazani,518644,€7.50m,"May 27, 2025","Feb 27, 2001",24,1.68,Belgium,[],Left Winger,,Valencia,,,"Aug 28, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1370,Elijah Adebayo,319900,€6.50m,"May 27, 2025","Jan 7, 1998",27,1.93,England,[],Centre-Forward,,Luton,,,"Feb 1, 2021",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1371,Marvin Mehlem,237226,€2.00m,"Jun 19, 2025","Sep 11, 1997",28,1.74,Germany,['Germany'],Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Arm. Bielefeld,,,"Jul 8, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1372,Christian Fassnacht,250490,€2.00m,"Jun 10, 2025","Nov 11, 1993",32,1.85,Switzerland,['Switzerland'],Attacking Midfield,"                0
0  Right Midfield
1  Centre-Forward",Young Boys,,,"Jan 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1373,Hayden Carter,503780,€2.50m,"May 27, 2025","Dec 17, 1999",25,1.88,England,[],Centre-Back,,Blackburn,,,"Jan 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1374,Anthony Racioppi,395671,€1.00m,"Jun 19, 2025","Dec 31, 1998",26,1.89,Switzerland,['Switzerland'],Goalkeeper,,FC Sion,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1375,Elliott Moore,341993,€450k,"Oct 21, 2025","Mar 16, 1997",28,1.96,England,[],Centre-Back,,Without Club,Oxford United,"Sep 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1376,Andreas Weimann,49693,€500k,"Oct 6, 2025","Aug 5, 1991",34,1.79,Austria,['Austria'],Attacking Midfield,"                0
0  Centre-Forward
1    Right Winger",Derby,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1377,Rocco Vata,741229,€1.80m,"May 27, 2025","Apr 18, 2005",20,1.84,Ireland,[],Left Winger,,Watford,,,"Jul 5, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1378,Jon McLaughlin,92983,€50k,"Oct 6, 2025","Sep 9, 1987",38,1.91,Scotland,[],Goalkeeper,,Middlesbrough,,,"Sep 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1379,Jay Dasilva,258915,€4.50m,"Oct 6, 2025","Apr 22, 1998",27,1.7,Wales,"['Wales', 'England']",Left-Back,"               0
0  Left Midfield",Coventry,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1380,Ciaron Brown,611845,€1.00m,"May 27, 2025","Jan 14, 1998",27,1.85,Northern Ireland,"['Northern Ireland', 'England']",Centre-Back,"           0
0  Left-Back",Oxford United,,,"Jul 1, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1381,Kemar Roofe,141350,€400k,"Oct 21, 2025","Jan 6, 1993",32,1.78,Jamaica,"['Jamaica', 'England']",Centre-Forward,"              0
0  Right Winger
1   Left Winger",Walsall,,,"Nov 14, 2025","Jan 1, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1382,Zak Johnson,827440,€75k,"Jun 30, 2025","May 25, 2005",20,1.88,England,['England'],Centre-Back,"            0
0  Right-Back",Sunderland,,,"Jun 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1383,Wilfried Kanga,395523,€2.50m,"Jun 9, 2025","Feb 21, 1998",27,1.89,Cote d'Ivoire,"['France', ""Cote d'Ivoire""]",Centre-Forward,"              0
0   Left Winger
1  Right Winger",KAA Gent,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1384,Dominic Hyam,263268,€2.50m,"Oct 6, 2025","Dec 20, 1995",29,1.88,Scotland,"['Scotland', 'England']",Centre-Back,,Wrexham,,,"Sep 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1385,Tom Fellows,626319,€10.00m,"May 27, 2025","Jul 25, 2003",22,1.83,England,[],Right Midfield,,Southampton,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1386,Zak Baker,929694,€100k,"May 27, 2025","Nov 19, 2004",21,1.87,Scotland,"['Scotland', 'England']",Goalkeeper,,Tiverton,,,"Oct 17, 2025","Jan 2, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1387,Stanley Ashbee,1018098,,,"Nov 28, 2006",18,1.87,Ireland,"['Ireland', 'England']",Centre-Back,,Hull U21,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1388,Connor Ogilvie,236509,€500k,"Oct 6, 2025","Feb 14, 1996",29,1.84,England,[],Left-Back,,Portsmouth,,,"Aug 2, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1389,Ante Crnac,580635,€8.00m,"May 27, 2025","Dec 17, 2003",21,1.9,Croatia,['Croatia'],Centre-Forward,"              0
0  Right Winger
1   Left Winger",Norwich,,,"Aug 22, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1390,Teden Mengi,548470,€5.50m,"May 27, 2025","Apr 30, 2002",23,1.86,England,"['Angola', 'England']",Centre-Back,,Luton,,,"Aug 31, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1391,Gustavo Hamer,322985,€16.00m,"May 27, 2025","Jun 24, 1997",28,1.69,Netherlands,[],Central Midfield,,Sheff Utd,,,"Aug 12, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1392,Freddie Turley,957316,,,"Jul 3, 2006",19,,Ireland,['Ireland'],Defensive Midfield,"             0
0   Right-Back
1  Centre-Back",Derby U21,,,"Jul 26, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1393,Will Vaulks,238427,€600k,"May 27, 2025","Sep 13, 1993",32,1.8,Wales,"['Wales', 'England']",Defensive Midfield,"             0
0  Centre-Back
1   Right-Back",Oxford United,,,"Jul 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1394,Barry Bannan,61561,€200k,"May 27, 2025","Dec 1, 1989",35,1.69,Scotland,['Scotland'],Central Midfield,"                    0
0  Attacking Midfield
1      Right Midfield",Sheff Wed,,,"Aug 31, 2015","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1395,Michael Adu-Poku,1078699,,,"Sep 22, 2005",20,,England,"['Ghana', 'England']",Right Winger,"                0
0  Centre-Forward",Barrow,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1396,Pascal Struijk,410708,€20.00m,"Oct 17, 2025","Aug 11, 1999",26,1.9,Netherlands,"['Belgium', 'Netherlands']",Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",Leeds,,,"Jan 1, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1397,Ben Crompton,1036455,€75k,"Oct 9, 2025","Dec 17, 2003",21,1.88,England,['England'],Right-Back,"                    0
0         Centre-Back
1  Defensive Midfield",Ross County,,,"Jul 1, 2025","May 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1398,Charles Ebuka Agbawodikeizu,1282951,,,"Dec 31, 2007",17,1.83,England,['England'],Centre-Forward,,Derby U18,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1399,Marvin Johnson,216564,€150k,"May 27, 2025","Dec 1, 1990",34,1.78,England,[],Left Midfield,,Port Vale,,,"Oct 13, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1400,Joe Westley,937845,€75k,"Jun 30, 2025","Oct 18, 2004",21,,England,[],Centre-Forward,,Dundee FC,,,"Aug 5, 2025","May 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1401,Zak Johnson,827440,€75k,"Jun 30, 2025","May 25, 2005",20,1.88,England,[],Centre-Back,,Sunderland,,,"Jun 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1402,Regan Poole,340194,€1.00m,"Oct 6, 2025","Jun 18, 1998",27,1.8,Wales,[],Centre-Back,,Portsmouth,,,"Jul 10, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1403,Przemyslaw Placheta,383109,€1.30m,"May 27, 2025","Mar 23, 1998",27,1.78,Poland,[],Left Winger,,Oxford United,,,"Jul 15, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1404,Andy Smith,743741,€150k,"Jun 30, 2025","Sep 11, 2001",24,1.86,England,[],Centre-Back,,Gillingham,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1405,Sivert Mannsverk,510310,€4.00m,"May 27, 2025","May 8, 2002",23,1.85,Norway,['Norway'],Defensive Midfield,"                  0
0  Central Midfield",Sparta Prague,,,"Aug 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1406,Jack Clarke,559794,€15.00m,"May 30, 2025","Nov 23, 2000",25,1.81,England,[],Left Winger,,Ipswich,,,"Aug 24, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1407,Gabe Forsyth,948932,€200k,"May 27, 2025","Aug 4, 2006",19,1.84,Scotland,[],Central Midfield,,Norwich,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1408,Mateo Joseph,834742,€3.50m,"May 27, 2025","Oct 19, 2003",22,1.85,Spain,[],Centre-Forward,,RCD Mallorca,,,"Aug 9, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1409,Isaiah Jones,696631,€3.50m,"May 27, 2025","Jun 26, 1999",26,1.76,Guyana,"['Guyana', 'England']",Right Winger,"                0
0     Left Winger
1  Right Midfield",Luton,,,"Jan 10, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1410,George Pratt,732285,,,"Sep 17, 2003",22,,England,['England'],Centre-Back,,Blackburn U21,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1411,Bosun Lawal,724540,€2.20m,"Oct 6, 2025","May 30, 2003",22,1.9,Ireland,"['Nigeria', 'Ireland']",Centre-Back,"                    0
0  Defensive Midfield
1          Right-Back",Stoke City,,,"Aug 12, 2024","May 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1412,Marlon Pack,118779,€200k,"May 27, 2025","Mar 25, 1991",34,1.88,England,[],Central Midfield,,Portsmouth,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1413,Emre Tezgel,812397,€500k,"May 27, 2025","Sep 19, 2005",20,1.82,England,"['Türkiye', 'England']",Centre-Forward,"                    0
0      Second Striker
1  Attacking Midfield",Crewe Alexandra,,,"Jul 24, 2025","May 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1414,Jordan Eastham,531454,,,"Sep 8, 2001",24,1.81,England,['England'],Goalkeeper,,Ashton United,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1415,Josh Stokes,1148787,€250k,"Jun 18, 2025","Apr 29, 2004",21,1.8,England,['England'],Attacking Midfield,"              0
0  Right Winger
1   Left Winger",Bristol City,,,"Jan 22, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1416,Pol Valentín,380737,€500k,"May 27, 2025","Feb 21, 1997",28,1.81,Spain,[],Right-Back,,Preston,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1417,Idris El Mizouni,633399,€600k,"May 27, 2025","Sep 26, 2000",25,1.85,Tunisia,[],Central Midfield,,Leyton Orient,,,"Jul 4, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1418,Matt Clarke,307497,€2.20m,"Oct 6, 2025","Sep 22, 1996",29,1.85,England,['England'],Centre-Back,,Derby,,,"Jan 28, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1419,Freddie Anderson,1169857,€75k,"Jun 20, 2025","Oct 23, 2006",19,1.87,United States,"['United States', 'England']",Centre-Back,,Cork City,,,"Jan 23, 2025","Nov 30, 2025",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1420,Jesper Daland,418553,€3.50m,"May 27, 2025","Jan 6, 2000",25,1.91,Norway,['Norway'],Centre-Back,,F. Düsseldorf,,,"Aug 30, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1421,Japhet Tanganga,346478,€2.50m,"May 27, 2025","Mar 31, 1999",26,1.84,England,[],Centre-Back,,Sheff Utd,,,"Aug 28, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1422,Rocco Vata,741229,€1.80m,"May 27, 2025","Apr 18, 2005",20,1.84,Ireland,"['Scotland', 'Albania', 'Ireland']",Left Winger,"                0
0   Left Midfield
1  Centre-Forward",Watford,,,"Jul 5, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1423,Finn Azaz,480723,€16.00m,"May 27, 2025","Sep 7, 2000",25,1.85,Ireland,"['Ireland', 'England']",Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Southampton,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1424,Stanley Mills,801005,€600k,"Oct 6, 2025","Oct 25, 2003",22,1.8,England,[],Right Winger,,Oxford United,,,"Jan 31, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1425,Joe Wildsmith,319851,€400k,"May 27, 2025","Dec 28, 1995",29,1.89,England,['England'],Goalkeeper,,West Brom,,,"Jul 10, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1426,Sondre Tronstad,210348,€1.50m,"Oct 6, 2025","Aug 26, 1995",30,1.74,Norway,[],Central Midfield,,Blackburn,,,"Jul 1, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
1427,Michael Frey,147043,€800k,"May 27, 2025","Jul 19, 1994",31,1.88,Switzerland,[],Centre-Forward,,QPR,,,"Jan 28, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
